"","id","name","latitude","longitude","category"
"5011","d3ni6cKglu4L3JeveOqQDQ","Union Grill",0.44483,-79.9483319,"American (Traditional), Restaurants"
"5062","NMLtK_ZDHTD_UQ33-A-N0A","Original Hot Dog Shop",0.442147,-79.956513,"Hot Dogs, Restaurants"
"5063","s5ZdjjFX3CS2uS6_oVH7CQ","Mad Mex",0.438019,-79.954209,"Mexican, Tex-Mex, Restaurants"
"5064","J1tgaxF7G3-j5XDB8ePKSg","Star of India",0.4448599,-79.948855,"Pakistani, Indian, Restaurants"
"5065","RhOTBt7ISr2rhXisSMLTSw","Spice Island Tea House",0.439901,-79.956028,"Food, Tea Rooms, Asian Fusion, Restaurants"
"5066","rOnzM0LHB-tR9Xb9IDoF5g","Lucca",0.4452011,-79.9485967,"Restaurants, Italian"
"5067","1Kcg-u0tDxHdyHIyEkMMqA","Panther Hollow Inn",0.444686,-79.948092,"American (Traditional), Restaurants"
"5068","m_9QMfvVYFKsxPjlkCvZqA","Pamela's",0.4412108,-79.9574578,"Breakfast & Brunch, Restaurants"
"5351","kKiluPSzCnCOkYKknWzNzQ","Five Guys Burgers and Fries",0.442277,-79.956657,"Burgers, Fast Food, Restaurants"
"5777","NfheNBs_UbGN1r25Ehdl_Q","Quaker Steak and Lube",0.4406261,-79.958036,"Burgers, American (Traditional), Chicken Wings, Restaurants"
"5413","04ogq23JnzauhezrWEXG_g","Pittsburgh Barbecue Company",0.4215163,-80.0297296,"Caterers, Event Planning & Services, Barbeque, Restaurants"
"5459","SQHO1U7XsmuEAKX1j7yIMA","Mexi-Casa",0.392842,-80.036741,"Mexican, Restaurants"
"5383","YPoHtUq85TmNrBpqj_zmuA","Sun Penang",0.4382573,-79.9218733,"Malaysian, Restaurants"
"5551","m7cT_avH6bvwUz4f1VgZUA","Ka Mei",0.432509,-79.9228399,"Chinese, Restaurants"
"5712","RiI-mJXjbP2RZUMQgh_yvw","Smallman Street Deli",0.435556,-79.923256,"Delis, Caterers, Sandwiches, Event Planning & Services, Restaurants"
"5757","1PB9xsunCoSccTmAvjMlhA","Zaw's Asian Foods",0.4333064,-79.9231271,"Burmese, Chinese, Restaurants"
"5375","ZWPVBkb2CAQkQIn2OXTzeQ","The Green Mango",0.432559,-79.893698,"Thai, Restaurants"
"5928","puOMffiHnNgTCXM9XPd6Dg","The Green Mango Noodle Hut",0.4325714,-79.8937279,"Thai, Restaurants"
"5069","UyukMaDB26gg2wY5olV6UQ","Mitchell's Restaurant Bar & Banquet Center",0.437105,-79.9964954,"Bars, American (Traditional), Nightlife, Restaurants"
"5368","xgSPC01GJlxgj_PILhaCjQ","Amazon Cafe",0.4404629,-79.9961978,"Food, Juice Bars & Smoothies, Restaurants"
"5466","J6GhOOZKLMiOCmjvl1BDaw","Cafe Euro",0.441532,-79.995221,"Restaurants, Italian"
"5506","uxWyJozmg36_EddkdceiSw","The Carlton",0.440219,-79.995385,"American (Traditional), Restaurants"
"5507","sTdSgE0MpNP-ihaSYs4IHw","Tic Toc Restaurant",0.4395219,-79.998357,"American (New), Restaurants"
"5511","QSU6gLacz4519FAqCvLBsw","Hard Rock Caf\u00e9",0.4339628,-80.0048168,"Arts & Entertainment, Music Venues, Burgers, Nightlife, American (New), Restaurants"
"5006","J2x_AMx591i6TK3xccEzqQ","The Enrico Biscotti Co",0.4514468,-79.983392,"Bakeries, Food, Restaurants, Italian"
"5007","vvPzcOhbQn5fLQUAIxcP6A","DeLuca's Restaurant",0.4515311,-79.9837292,"Breakfast & Brunch, Restaurants"
"5008","evBLcF71f_zB5LOTKzFdsw","Bravo Franco Ristorante",0.4430278,-80.0017303,"Restaurants, Italian"
"5009","cjD2yGRhT5yaSj_KP55Ptw","Kaya",0.4516553,-79.984218,"Bars, Caribbean, Nightlife, Restaurants"
"5010","w7VSMULJ9GtRi3CBRxoJtg","Robert Wholey and Co Fish Market",0.450111,-79.9858749,"Grocery, Food, Seafood, Seafood Markets, Specialty Food, Restaurants"
"5070","Q4ULAiIE2qCA4RYplCTrUQ","Primanti Brothers",0.4506727,-79.9855469,"Nightlife, Bars, Sandwiches, Restaurants"
"5322","5kD6dP9etfUqtyXUZu9ZyQ","Sree's Foods",0.4430211,-79.9967857,"Pakistani, Indian, Restaurants"
"5341","PSDVu_477MZ1ZvbEl5z3Ng","Mexico City",0.4375833,-80.000437,"Mexican, Restaurants"
"5405","rXb8s7TOx2-uWxzACEXcpg","Six Penn Kitchen",0.442799,-80.002503,"American (New), Restaurants"
"5514","0ayh3LxJwSbJEOlBCx9APA","Sonoma Grille",0.4444445,-79.996451,"Tapas Bars, American (New), Restaurants"
"5547","C4GHQTB-G0R2Geov298GLw","Eleven",0.4460016,-79.9935003,"American (New), Restaurants"
"5575","V8jMEIQ7oGK-vKyg0FiTCA","Franktuary",0.4411888,-79.9988332,"Vegetarian, Hot Dogs, Restaurants"
"5936","pMm91uJMxfq6CFON9LqLRg","Bistro 19",0.380112007,-80.04451518,"American (New), Restaurants"
"5012","uUj-mziX-qv0e1k0jkpI7g","Sushi Too",0.4509495,-79.9342097,"Sushi Bars, Restaurants"
"5013","QnnssZJOLZquRp0hqeK1dA","Thai Place Restaurant",0.451441,-79.9327254,"Thai, Restaurants"
"5014","Pv1TEbc0Cqn18kG65Sa2dA","Fajita Grill",0.457666,-79.928882,"Mexican, Restaurants"
"5015","MBF24fcO2fg3iG3Gg3uILw","Max & Erma's Restaurants",0.451773,-79.9325889,"American (New), Restaurants"
"5204","DQf154I5lrbJ_d_pSkiGJg","Shady Grove",0.4509562,-79.9336479,"American (Traditional), Restaurants"
"5760","OoJo0Btu2GM3KtIXSI3rXA","Typhoon",0.457748,-79.925494,"Thai, Restaurants"
"5913","zAj__MuO6EAZ5_HzXjyDrA","Pittsburgh Deli Company",0.4511151,-79.9349322,"Delis, American (Traditional), Sandwiches, Restaurants"
"5567","NjPSo2gRUNEsBfHYuoda9Q","",0.3606177,-80.0291028,"Vietnamese, Restaurants"
"7199","hbpQ-nRweTmwWYxcWuBFHA","Your Inner Vagabond",0.4701983,-79.9605124,"Coffee & Tea, Food, Vegetarian, Desserts, Middle Eastern, Restaurants"
"7512","fIgdMuoK7msC_68arzVV8w","Sweet Basil and La Filipiniana",0.482705,-79.951942,"Thai, Asian Fusion, Filipino, Restaurants"
"7680","cTrEkyZXz4gBDOdN8vsRlQ","Piccolo Forno",0.46709,-79.964443,"Restaurants, Pizza, Italian"
"8142","nvXm5PONfiVm-X8eI1kvJg","Dozen Bake Shop",0.464398,-79.966333,"Bakeries, Food, Cafes, Restaurants"
"7008","waeCYkwULm9GKhFFkO3WdA","Kassab's",0.4288278,-79.9860238,"Greek, Mediterranean, Restaurants"
"7079","irN5_DMRaH7hRczpaMMd8g","Pizza Vesuvio",0.4288414,-79.9834887,"Pizza, Restaurants"
"7098","jUHNFVY1_WTp08OOwSpm1A","Gypsy Cafe",0.4294377,-79.9849665,"Breakfast & Brunch, Mediterranean, Restaurants"
"7231","5japW20yvS1tomuvliRbcA","McCormick & Schmick's",0.427981,-79.9667384,"Seafood, Restaurants"
"7358","wUALXOAurB8LfKZPhLfjZg","Dish Osteria and Bar",0.427503,-79.9822822,"Restaurants, Italian"
"7424","cs9iu_1abcCXOuelaO-Gfg","Hookah Bookah Cafe",0.4276187,-79.9694706,"Coffee & Tea, Food, Bars, Middle Eastern, Nightlife, Hookah Bars, Restaurants"
"7577","3Iv8lruEzrPVw8RR6I8ybg","The Bar 2132",0.4284298,-79.9750086,"Burgers, Bars, Nightlife, Restaurants"
"7791","Ewum0uSpxz5XGlXHGmzqeQ","Cambod-Ican Kitchen",0.429129,-79.981899,"Asian Fusion, Cambodian, Restaurants"
"8036","rawMwd19q66KSH7GYfV_Sg","Qdoba",0.4264494,-79.9657577,"Mexican, Restaurants"
"8169","YiJbDWMD7vv52p1mkTYM4w","Mantini's Woodfired",0.428952,-79.98595,"Steakhouses, Restaurants"
"8176","Zg5JB5GBqhmxt9W7tFKN7w","The Library",0.4281971,-79.9726934,"American (Traditional), Restaurants"
"8205","1uPTCXmcAVujpLs1ieLUzg","Little Tokyo Bistro",0.428184,-79.975306,"Sushi Bars, Restaurants"
"9526","GdBt4l0XBGWmSo9PfORemA","Pita Pit",0.426647,-79.965902,"Greek, Mediterranean, Sandwiches, Restaurants"
"9574","b54fyOfHMQjxQ2YTomykvw","Folino's Ristorante",0.4288777,-79.9813066,"Breakfast & Brunch, Diners, Restaurants"
"9746","hrN2jHYG5BYRrLUkav1uRQ","O'Leary's",0.428703,-79.9835733,"Diners, Restaurants"
"9818","o7ZA6Oh_p1x7FZEE8vJIJw","Birmingham Bridge Tavern",0.4245639,-79.964489,"Bars, Nightlife, Barbeque, Restaurants"
"7149","ZF58mOM_ACiIhmwr8s_G1w","Sarafino's Pasta and Pizza",0.4356696,-80.0658767,"Restaurants, Pizza, Italian"
"7623","NczaqzFtDId9GmVTy2GWHg","The Hop House",0.4211121,-80.066862,"Arts & Entertainment, American (Traditional), Music Venues, Bars, Nightlife, Restaurants"
"7669","dXPQDQLHzcExUDZV_dcAGA","Primanti Bros",0.4444166,-80.0994516,"Sandwiches, Restaurants"
"8028","JdHSfjXWD5aRZbfefo6Ccg","Mineo's Pizza",0.4275381,-80.0549619,"Pizza, Restaurants"
"7094","ifVVRWX3oEe2tPAcBLPrRw","Abay Ethiopian Cuisine",0.460212,-79.925355,"Vegetarian, Ethiopian, Vegan, Restaurants"
"7178","xG5JrPrLB8bZkORn6aYZlg","Red Room Cafe",0.4599315,-79.9253597,"Restaurants"
"7526","MEgNULnEYQ40EDxkTpfHxw","Make Your Mark",0.4503719,-79.914467,"Food, Coffee & Tea, Sandwiches, Restaurants"
"7551","CDuxCxTiuGXC6saLoywymQ","Joseph Tambellini Restaurant",0.47658,-79.921437,"Restaurants, Italian"
"7677","OsSzOLKcTbL00f2TQb12cQ","Tana Ethiopian Cuisine",0.460623,-79.9269,"Ethiopian, Restaurants"
"7684","89sSMLp-yLqdYqOEPXvkjg","Steel City Rib House",0.4629977,-79.9239872,"Barbeque, Restaurants"
"8240","5TBOg9Rf47SECB8gTNGqeQ","Pizza Sola",0.459917895,-79.92472304,"Pizza, Restaurants"
"9502","uE13Va-lX7jqshs5NSzQvQ","Richard Chen",0.4596217,-79.9256028,"Asian Fusion, Restaurants"
"7608","sXHNpYEp4ZpK-6FdR3KsuQ","Amani Coffee House & Cafe",0.4542458,-80.0004949,"Food, Coffee & Tea, Cafes, Restaurants"
"7965","v6HiAVLwKiXZ9Yqvd4ubNg","Jerome Bettis Grille 36",0.4455502,-80.0113372,"American (New), Restaurants"
"8153","1arFPq3HVIPnGkIVw6RAJw","Primanti Brothers at PNC Park",0.446871405,-80.00464863,"Sandwiches, Restaurants"
"9781","4AUejLFrzodl8AowhJ82rw","Mattress Factory Cafe",0.4568173,-80.0123602,"American (New), Restaurants"
"7020","WY9wOZ6-OXJ6-_0KNupjUg","Vocelli Pizza",0.453822,-79.948768,"Pizza, Restaurants"
"7022","2-T_D2lIL5Ub2G_U2crtrQ","Tamarind Flavor of India",0.451127,-79.951924,"Indian, Restaurants"
"7061","_KvGddVMM3d2f7NEa_eOtA","Primanti Bros.",0.4417508,-79.9569195,"Nightlife, Bars, Sandwiches, Restaurants"
"7135","kc5gJPisT5L5z8lLa9FV9A","Legume",0.4503566,-79.9508477,"Soul Food, American (Traditional), French, Restaurants"
"7182","QaUoEBGpvlswnE2-XkUyxA","Panera Bread",0.4415388,-79.9564405,"Soup, Sandwiches, Salad, Restaurants"
"7195","SyRxdp5n7wUYgauZKGJmrg","Istanbul Grille",0.452039,-79.952326,"Turkish, Middle Eastern, Restaurants"
"7380","ZcaR7xOJgzItSOJBGH-A_A","Eat Unique",0.4455555,-79.9486857,"Delis, Restaurants"
"7391","ruA8DUnrsRJ9H0hWhwQAqw","Orient Express",0.444682,-79.948174,"Chinese, Restaurants"
"7495","LzQ6FWDvXfqG0gJwNzrkow","Korea Garden",0.436613,-79.954738,"Korean, Restaurants"
"7548","tanI1kq7vk8zGiNjUCtw0Q","Taiwan Cafe",0.441589233,-79.95719993,"Taiwanese, Restaurants"
"7772","_ji6oh2RwfOOt0jMznT5wg","Crepes Parisiennes",0.4460679,-79.948641,"Food, Desserts, Creperies, Restaurants"
"8089","_mEG7lN5dmuEg4tnpUyALw","Skibo Cafe",0.4453977,-79.9446449,"Cafes, American (Traditional), Sandwiches, Restaurants"
"8098","Cko88SO9YEsg8jZEXke81w","Tandoor Indian Grill",0.4517965,-79.9527148,"Indian, Restaurants"
"8158","C2pNVdcFl2AdkU9Ual8Z0A","Kiva Han",0.4445979,-79.9488195,"Food, Coffee & Tea, Vegetarian, Restaurants"
"8159","BOrQiUsbnYUM800ohW0Ofw","Little Nipper's Pizza II",0.450631735,-79.9510332,"Italian, Pizza, Restaurants"
"8271","HSSjkJ3wKQ0AqTzVHDpHWQ","Quiznos Subs",0.445415691,-79.9489261,"Sandwiches, Restaurants"
"8272","OGRdRr9rjsXGChCsK7vfXw","Subway",0.4446704,-79.9487066,"Fast Food, Sandwiches, Restaurants"
"8273","AuhN2byA2Cyn-uzWD-pJxw","Chipotle Mexican Grill",0.4410144,-79.9579228,"Fast Food, Mexican, Restaurants"
"8290","A-7LUuRxyWAvX5IuUg6A7A","Leena's Food",0.4418197,-79.9571314,"Greek, Mediterranean, Middle Eastern, Restaurants"
"9694","MXlBxRhuQeZ2hkGTsdplOg","Red Oak Cafe",0.4407711,-79.9579121,"Delis, American (New), Sandwiches, Restaurants"
"9777","CZuTec4z5_WAFUwalQRhqA","Toast! Kitchen & Wine Bar",0.455215,-79.943624,"Wine Bars, Bars, American (New), Nightlife, Restaurants"
"9831","oxmInXzRiwDVq21pnY8VnQ","Penn Station East Coast Subs",0.4533201,-79.9472398,"Sandwiches, Restaurants"
"7702","eDIsVGZ3eCly4SQMGBeaaw","Mio Kitchen and Wine Bar",0.490291,-79.904024,"Restaurants"
"8162","aHerF5k5pkMDTdNSpIdTyw","Bona Terra Restaurant",0.4945944,-79.9332111,"American (New), Restaurants"
"7161","iD-AJK10SuoTTAjAYC6H2A","Franco's Trattoria",0.3892423,-80.0416231,"Restaurants, Italian"
"7480","sbAkrBIVXuQG1U8e2wyhqQ","Giovanni's Pizza & Pasta",0.3923941,-80.0377699,"Pizza, Gluten-Free, Restaurants"
"9598","fiq9z9dR9dBGjA6wGXFYoA","Davio",0.4050758,-80.0300862,"Restaurants, Italian"
"7092","1JcoUEPkcGQtCEed-OdezQ","Silk Elephant",0.437802,-79.92303,"Thai, Tapas Bars, Restaurants"
"7150","7HYRFdeKs3BJShmOOHPBoA","Cuzamil Restaurante Mexicano",0.4334602,-79.922885,"Mexican, Restaurants"
"7234","yh-poSAxa7x0_ET20A9lxQ","Sweet Basil La Filipiniana",0.434144,-79.9230179,"Thai, Filipino, Restaurants"
"7272","Jh-8r-RwvkRs80HP_q6DYA","Bagel Factory",0.438251,-79.919905,"Food, Sandwiches, Bagels, Delis, Restaurants"
"7273","Zj6vW0r6vs4XXJ8wKRCYKg","Tango Cafe",0.4296328,-79.9231618,"Coffee & Tea, Latin American, Food, Desserts, Sandwiches, Restaurants"
"7311","wvQC4HnaIpkIDs0mDrL0Pw","Sakura Teppanyaki & Sushi",0.437766,-79.9196769,"Sushi Bars, Japanese, Restaurants"
"7351","ouTDIL0eqSCSRxNk_Qt5_A","Gluuteny Bakery",0.4351892,-79.9226113,"Bakeries, Food, Gluten-Free, Vegan, Restaurants"
"7838","b1NrEJv3vApVbtpybxYuOg","Lucci's Pizza and Pasta",0.435861,-79.923263,"Pizza, Restaurants"
"7975","7FhtgC9MKNfoeKaTFbWj5w","Mr Willie's BBQ",0.4331248,-79.9229243,"Soul Food, Southern, Barbeque, Restaurants"
"9549","poMD_c9x8rKnKPKVL5QdLg","Taza 21",0.4363638,-79.922875,"Middle Eastern, Restaurants"
"9573","eZ9ryX8Ij8Ha4DGLteCK2g","Pacific Ring",0.4358767,-79.92287,"Sushi Bars, Dim Sum, Chinese, Restaurants"
"9851","woG0Ylj5C2NW3MyeumkcWg","China Star",0.422592,-79.928538,"Chinese, Restaurants"
"7400","v7e-GIGgEIFANhHsywlhrw","Square Cafe",0.432113757,-79.8932692,"Food, Vegetarian, Coffee & Tea, Breakfast & Brunch, Restaurants"
"7200","jwqiMg68np1Fego956yYIw","Buckhead Saloon",0.434308537,-80.00625055,"Bars, American (Traditional), Nightlife, Restaurants"
"7235","Q2VnjIfwLcmZHX-YKKsdng","Bigelow Grille",0.4406597,-79.9940035,"American (New), Restaurants"
"8091","7mvqKlv1ZGeWIC-3aV1GGA","Si Senor",0.441532,-79.995221,"Restaurants"
"8243","cc4BvGK8eRu-fFE4GK3vSQ","Tamarind Savoring India",0.3906976,-80.070806,"Indian, Restaurants"
"7075","nztzwmQUoE8nXSIqzfzGDA","August Henry's City Saloon",0.4441713,-79.9963649,"American (Traditional), Restaurants"
"7076","1zKH87sjLpRr8XDKmk7j1g","Tonic Bar & Grill",0.4438188,-79.9954585,"Bars, American (Traditional), Nightlife, Restaurants"
"7077","jCad2RCY5BT0ZZhk9r1ivg","Mike and Tony's Gyros",0.443432,-79.997078,"Greek, Mediterranean, Restaurants"
"7078","WTSOPGECPOmq-PUxNiHptQ","Seviche",0.4440334,-79.9970421,"Cuban, Latin American, Restaurants"
"7141","2K-XaFjaHUR8Dp6QAihITg","Pamela's P & G Diner",0.4520296,-79.9835649,"Diners, Restaurants"
"7216","SIFryPN-tz4ogcT3iR1gBA","Big Mama's House of Soul",0.4490014,-79.9874447,"Soul Food, Restaurants"
"7377","U3AUN4Azkm76qsEaWqOCEw","The Capital Grille",0.440719588,-80.00003915,"American (Traditional), Steakhouses, Seafood, Restaurants"
"7485","XtN9tcefxJtubhUSH_Xg3g","Chicken Latino",0.451649773,-79.98317242,"Peruvian, Latin American, Restaurants"
"7655","wZ4MkX8tboQBtXmoPOmRew","Palomino",0.4407744,-80.0041429,"American (New), Restaurants"
"8070","AJ_tIT3N1SLLmlphsc94BA","Nine On Nine",0.443611,-79.9980439,"American (New), Restaurants"
"8232","DGOlhi2qIxet3t96y3niXw","Golden Palace Buffet",0.4427809,-79.997066,"Buffets, Chinese, Restaurants"
"8233","I9IDCNPrOvJYavtsH936cA","Fernando's",0.443712389,-79.9953633,"Fast Food, Sandwiches, Restaurants"
"8246","ttCWIiHpoiuZX96D2KbNaQ","Steel City Diner",0.4437364,-79.9958916,"Fast Food, Diners, Restaurants"
"8282","14gY1iJ-KRnERxHj4ONasA","Giovanni's Pizza & Pasta",0.443400926,-80.00249847,"Pizza, Restaurants"
"9565","xLHoIzaExmTif3Bc5rgJFA","Il Mercato",0.4543526,-79.9828179,"Seafood, Bars, Nightlife, Restaurants"
"9645","AD0FE_5dM7pWy5YdbMZaGQ","Cioppino",0.4543386,-79.9826184,"Seafood, Steakhouses, Restaurants"
"9747","WX3qnzlSas7kYZ5-uI30Bw","Doubleday's",0.4434964,-80.0023986,"Burgers, Bars, Restaurants, Sports Bars, Nightlife"
"7309","LrDb1HZRiUSobVwmZKK8ww","Del's Bar and Ristorante DelPizzo",0.462989,-79.9521014,"Italian, Pizza, Restaurants"
"7688","hGmXzJuycc9ecFPPddfTEw","Thai Gourmet",0.4630298,-79.9515819,"Thai, Restaurants"
"7903","vGqquKUhtzw3hosrYfxf4A","Wai Wai Chinese Cuisine",0.462063,-79.94916,"Chinese, Restaurants"
"8291","MonRZXpZ1vbBtw-q9bfGug","Bloomfield Bridge Tavern",0.4633764,-79.9524875,"Dive Bars, Polish, Bars, Nightlife, Restaurants"
"9653","YYce9ncwXBgOjU6ItboZ1Q","Spak Brothers Pizza and More",0.465073,-79.942513,"Pizza, Salad, Restaurants"
"7597","YOUrmCyxYlWFhc1Fph6s1w","Pizzutti's Restaurant",0.4521434,-79.9343681,"Restaurants, Pizza, Italian"
"8065","f3QR23RAtllFUYaJZDHPAw","Pangea",0.4514177,-79.9340951,"Asian Fusion, Restaurants"
"8228","nLTV6CNMZaPeV62T5PF_LA","La Casa",0.457861,-79.9280308,"Tapas Bars, Wine Bars, Bars, Nightlife, Restaurants"
"9589","feQYxrwOTfUioQmiY_USew","Bites and Brews",0.455674,-79.93093,"Pizza, Restaurants"
"9642","CJjyZDvdB20MZXY6YgctAg","5801 Video Lounge and Caf\u00e9",0.456437,-79.930777,"Bars, American (Traditional), Gay Bars, Nightlife, Restaurants"
"9744","HwLrja1WJ8zDJ0ogQZv_xg","Hoi Polloi: Coffeehouse and Vegetarian Cafe",0.4535048,-80.0168923,"Food, Vegetarian, Coffee & Tea, Vegan, Restaurants"
"7959","BAI4kpesOp539n1EBZxObg","Atria's Restaurant and Tavern",0.489187,-79.872811,"American (Traditional), Restaurants"
"8212","VKtZk23K28Rp_9ku70zCrQ","Sree's Indian Truck",0.441705105,-79.94161963,"Indian, Food Stands, Restaurants"
"10450","tC04i64a3nKCcvrnDpbT3A","Deli on Butler Street",0.4693878,-79.9612696,"Delis, Restaurants"
"10686","kK_70-dfBqtaNoFeghuzRg","Geno's Restaurant",0.4796743,-79.9552129,"Restaurants, Italian"
"11456","H75yc2Vp7d8wuAe339DpOA","Tamari",0.4645309,-79.9660736,"Tapas Bars, Sushi Bars, Latin American, Restaurants"
"11548","zUzEjxKEn8eNVksImZ2oGw","Round Corner Cantina",0.4666791,-79.9643786,"Bars, Mexican, Nightlife, Restaurants"
"11603","x2ZMAyneUiBD6Sml0Fv2Xw","Pusadee's Garden",0.482705,-79.951942,"Thai, Restaurants"
"11611","CaGBTY6UWKY252OVgWRSKA","Remedy",0.478939,-79.9554765,"Bars, American (New), Nightlife, Restaurants"
"11783","HAGfdy3Cm8V-7rO7Gs7-AQ","City Cafe",0.472081,-79.95886,"Breakfast & Brunch, Restaurants"
"12413","ajR1_uSNNMEmvYZNeC7eBQ","Wendy's",0.469244,-79.962146,"Burgers, Fast Food, Restaurants"
"12437","Y8mPD9YZwMRBZZAFqOTorw","Stinky's Bar & Grill",0.477749,-79.957778,"American (Traditional), Restaurants"
"12498","aQhH3ulfs96PQgegDlGSuA","China Lin",0.483529,-79.948969,"Chinese, Restaurants"
"11268","-8Y3bN1YmWZa73FJSjumlg","Affogato",0.496863,-80.058902,"Food, Soup, Coffee & Tea, Bagels, Restaurants"
"12391","pp7bhc83cuKC8NkURPaOjQ","Bellevue Diner",0.4957412,-80.0560796,"Diners, Restaurants"
"12419","GJ5nXyTD7yc5cF1tiLl5lg","Uncle Chen",0.4956203,-80.0558117,"Chinese, Restaurants"
"12457","lU-du9QKZJPw7Vx1Iqjl7A","Pizza Bomonti",0.4968309,-80.0581833,"Pizza, Restaurants"
"10800","2UUkXa45Vgk_TfCP6kmfSw","OTB Bicycle Caf\u00e9",0.427409,-79.969064,"Food, Beer, Wine & Spirits, American (New), Restaurants"
"10953","DMjGB9va_stopLPfUYJelA","Claddagh Irish Pub",0.427906279,-79.9652548,"Pubs, Bars, Nightlife, Irish, Restaurants"
"11042","rR_szXNwNQB-MgEoTElb8Q","Hofbrauhaus",0.428768,-79.964499,"German, Pubs, Bars, Nightlife, Restaurants"
"11133","uJSS0Kq1qoiCTXQdxxztrQ","Blue Grotto Pizza",0.4288326,-79.982204,"Pizza, Restaurants"
"11218","uvdS1a6h0wS0R9gryFX4oQ","Primanti Bros",0.4284279,-79.979317,"Sandwiches, Restaurants"
"11509","UK51LgJRJ8_LUQQPZ5zfxw","Yo Rita",0.4285851,-79.9866264,"American (New), Mexican, Restaurants"
"11519","mDXOGmlJlUe-AY6TmInUDA","Pizza Sola",0.4288414,-79.9834887,"Pizza, Restaurants"
"11560","kdwGeJlYwmqt9X49IG49mQ","Caffe Davio",0.42738,-79.969165,"Restaurants, Italian"
"11587","doQQQzQis8Me3jGeAhfd5w","Subway",0.4264582,-79.9657795,"Fast Food, Sandwiches, Restaurants"
"11588","1wCyM-brDWQNxrJajO7QXw","Popeyes",0.4303589,-79.9773691,"Fast Food, Southern, Chicken Wings, Restaurants"
"11615","1eTtHfanVJKovviZgCumyA","Rivas Nicaraguan Restaurant",0.4286724,-79.9934064,"Latin American, Restaurants"
"12358","t770rFHYffrc_Rf_y9IFlQ","Stagioni",0.4284273,-79.9759142,"Restaurants, Italian"
"12398","LvdvLtCbAriMJp6cjLm9EA","Emilianos Mexican Grill & Bar",0.42772234,-79.9686308,"Mexican, Restaurants"
"12408","Eu2svxHuLFeLzGlwy8hciw","Finn McCools",0.429053,-79.983268,"American (New), Restaurants"
"12409","Lv1_fwBrCe4RL06mY9JniQ","The Jaggerbush",0.426635,-79.972959,"Dive Bars, Bars, American (Traditional), Nightlife, Restaurants"
"12428","N2Q9-LaYbMzFJJI5NmZdyw","Pizza Hut",0.4283449,-79.977328,"Chicken Wings, Restaurants, Pizza, Italian"
"12438","F2s1N1IvcNHHHsWJHIwKCg","Archie's",0.4281303,-79.9717986,"Bars, Restaurants, Nightlife, Chicken Wings"
"12444","cJgUGE4iukuXB6QlYmHwmA","Baba D's",0.4283706,-79.975108,"Bars, American (Traditional), Nightlife, Lounges, Restaurants"
"12455","qE5Q3Yj2Up3wewsh1NsTuA","Eggs-R-Us",0.4275381,-80.0549619,"Breakfast & Brunch, Restaurants"
"12474","ES-bdRYNDqwIaXw1G5_4cA","Scoglio's Greentree",0.420897,-80.064222,"Restaurants, Italian"
"10236","A61mX9Ed_txnw-S9idIdZg","Dinette",0.4596217,-79.9256028,"Pizza, Restaurants"
"10651","zWxk5ZFsiFFNc_62w38A1w","Waffle Shop",0.4604323,-79.9252567,"Breakfast & Brunch, Restaurants"
"11403","0V7lC5Xr9dVFbjXpXFbeow","Paris 66 Bistro",0.459956,-79.92427,"Brasseries, Gluten-Free, French, Restaurants"
"11531","vcZWlI0eHiGwlUfP-5Ov8Q","Smiling Banana Leaf",0.47586,-79.919459,"Thai, Restaurants"
"11613","emQkvcck-uqUanJafLIKOA","PLUM pan asian kitchen",0.459724,-79.925335,"Asian Fusion, Sushi Bars, Restaurants"
"11905","vkRpoXtEaL4UEERUWMp7YQ","Morning Glory Coffeehouse",0.4855169,-79.9255017,"Breakfast & Brunch, Vegetarian, Restaurants"
"12424","Gdrw2h0ivQi2UVXpTiLbqA","Station Street Hot Dogs",0.460424,-79.919386,"Hot Dogs, Restaurants"
"12502","9-ajcNoEnO2ncMi6iiyKmA","Impressionz",0.462345406,-79.92416516,"Caribbean, Restaurants"
"11528","fGTrdnKyM_wdT6niaxzU3Q","Hough's",0.426261902,-79.94033051,"Bars, American (New), Restaurants, Sports Bars, Nightlife"
"11889","i00pTXKP6-buv7G6LcRZgQ","The 509 Cafe",0.4256864,-79.9420274,"Breakfast & Brunch, American (Traditional), Restaurants"
"12453","aU9xfD0OX_R5lcCxPnhHsA","East End Cafe",0.4481638,-79.8984078,"Cafes, Sandwiches, Salad, Restaurants"
"12472","T6Y4UArFtF8HPg_RNnZ7HA","Hook Fish & Chicken",0.458332,-79.907939,"Chicken Wings, Restaurants"
"12475","i4O6QQe_gEr4aDSY5f4imA","Showcase BBQ",0.4580052,-79.9060249,"Soul Food, American (Traditional), Barbeque, Restaurants"
"12412","3BNomgNXuzR-Yfc2LbY6sQ","Sidelines Bar & Grill",0.4854888,-79.9723216,"Dive Bars, Bars, American (Traditional), Nightlife, Restaurants"
"10691","JnJCxQOTj7D31ojWMWQhtw","Michelle's Diner",0.4217842,-79.9942689,"Delis, Diners, Restaurants"
"11330","Ne_6Z7dJyw32OikvCabmBQ","Aprimo Pizza",0.4116007,-79.9899226,"Pizza, Restaurants"
"11484","9Kdb70PhV6O89cdfqYZJpQ","Paisano's",0.4218927,-79.9928835,"Pizza, Restaurants"
