ID,Stars,Cluster,Distance
tJjC4MA0H_nWZUBpvgtLxw,3.5,2,2.644375053
Nwo25wdokkG37VMUfmqNVg,3.5,7,0.371029139
pMBxvWFY03Z95jNVUVWGwg,3.5,2,2.594123778
KBRCL5zv2c-FtY011Tmhdg,5,11,1.61374862
jwfn_BBOLOw044pBAnCM0g,4,2,1.944006375
78JJr9A0MbbHuXE1XUr-bQ,3.5,7,1.525506285
GVYP0ZIYLGt-8Rh5L19XIQ,1.5,8,4.602628121
6_T2yecBZf9adTu5-moFug,3.5,18,1.187620116
N9ti9E8UnvnEde9QWVXoig,4.5,14,3.952478288
EQOoRmLsilk_94QS3q0vgQ,4,14,1.416345863
p1Wb4mEH04qrUMfmPepFzw,4,2,3.236734306
kg4AP5am_IUczgp1neOvMw,3.5,25,3.279821137
aPX8nQb_Y8L34yKrbfUJ4g,2,2,3.803591992
v3MGJBF1Mc61KwgqiIY-uA,4.5,2,2.267905861
wnb0VquMa65hYUUPISGD1Q,4.5,2,2.958560546
l2lC88_m5WMOLSChY4_XWQ,2.5,2,3.097296684
ffVx7PrC2JSfOq_DTW-vZQ,3.5,26,1.979027091
hCgy2boywZ0m9NfqV-zKlQ,3.5,2,2.914444525
F12e1eMKOSkfdYoiONQ7rQ,4.5,15,1.894091022
sJUKE6ffe5WU_9IKXuJxCw,4.5,15,3.21660477
FooH0D8lISF1eZiEPjtfMQ,4.5,2,2.267905861
wIjmB5CiYQLxt9SLkZ_kXw,4.5,2,3.802957811
WcfPijF960O8DtSqoLIbcw,2.5,2,3.54825597
OM_tt_pJco4sa-QHAx7UMQ,3,23,2.502025446
3Myg9RPgzDaDOT4L0zbYfw,3.5,10,1.579920972
rE0-KhjcOQOWIaiybjsDZw,4,26,2.126802429
GB1pF4hPu_tCpx2BknwgMQ,4.5,2,2.958560546
bWcZDSYZZd9kO7aCZAPr3Q,2.5,26,3.761470658
VQDqKpJ3Qa4Cso1Wuk92UA,2.5,2,3.37012692
vpr2y1e3VFRSg6UszEuc0A,2,26,3.782875941
pXS-IJlwDMgH7Xn_PdNY3w,3,13,3.826734928
RMrdI5noVh3-b7NM48PcVg,4,11,0.643893429
OuF38B4zLRcZAKpFRUYDuA,1.5,2,4.466100983
#NAME?,4,2,2.823671821
j2zuOzaTwU_vy8BgRUQiyw,3.5,2,2.644375053
TpYL1P0CqqoDdfqdTCHpwg,3,2,3.057007839
KO85zr-Dlv4yNR6fXE-imQ,4.5,2,3.614284216
za_OPA5Q_89j1PwNwf17KQ,3,17,1.555370951
x8GTTMIAtUJ5EsIMnsOacQ,4,14,1.41443829
IF5n-Y1n4XKGM7Zugkoy5A,3.5,20,0.67073594
T_nUr6KgnzrRwCssIGEd8g,3.5,2,3.191993863
x1EtuyQAd1NcJ-Esvtop3w,4,2,2.956311029
jetVJScqUDj_bl6RzlNlnw,4,26,2.74692547
nXhP9Bv870QSLWK7jr04hg,3.5,26,2.178454404
o732pR1XgXcCL4hnnippvw,3.5,15,2.294111336
p317g5ZNIO4MBjaOrY0kiA,4.5,14,3.500628553
OzvqQ7b9MKUmAFznAE0V8g,2.5,18,2.084618471
FoqCpGlRo9b4KWdXH7rYPg,4,2,1.820345571
H2eMJjI7ldnPr1AhLgMxXA,3,8,0.390313001
_dzVl-2er7vBErss9uCrTA,4.5,15,4.297029893
#NAME?,3,2,3.867391896
Oq01QS2G1OvCsunccVSgxQ,3.5,2,4.271642262
R9Tll6IKpJtYcsbEv7edCA,2.5,26,2.766496937
ewN984Rvux04uuQFrGu7mw,4.5,15,2.121613944
lgRLyicXByG1-W0QdsTopw,4,2,3.433007928
QHPGokxQPrJhAg0H3wtQVg,3,22,3.294595639
vWnKq70W_WZ7FFLgmAfv9A,4,4,1.179160977
qIS1_yeG1DikxOFBHVyT-w,2.5,2,3.337355984
GToWxpkoCfAjdkTwdm4y2Q,4,2,3.394451678
ZBG0wAGUl2Kqj3UbqiXo2A,4,11,2.965015927
Mfm2tNreFppzEFY-f69nDg,3,15,4.039968952
TJo0LRUmc9Y1J05dM6fqiw,4.5,15,4.112519886
NokbsnddUVEAS0IiVjHgSA,4,5,2.117271747
hP9Wr6nT0Z4Zf8Fm_merqg,3,25,1.787121123
uhzaOsN0i5PNteypm26BfQ,3,17,1.658031005
Cc4Tra8cd5KZ4Awhx27HdA,4,2,1.730861257
8lARaDQMye3WCVcyZ9XcMQ,2.5,8,2.007076344
sP26yf4-2TfteYYQuvMbJQ,5,2,3.972757344
30yHpGZufQvUkATZPv5wEw,4,2,3.433007928
YYNqf7ZjlYVjlmv_xLqCjw,4.5,25,2.425146463
uLF_5mPsX2fuNvBVWDMvnQ,4,15,3.152686927
HgV78XGyHNmKXigWXzy2Pg,4,14,2.500059728
jCyRkEpj7ma4xsZ9jyR5uQ,4,26,2.928232389
7lFWEsNkTR0RwI4Dvhueww,4,2,2.684531151
orUFgCDq1ussIF89g6piIA,3.5,2,2.03935528
yCyLqBX3aujcR0SeIuxSWw,4,2,2.71824287
YOMMA4fsL4_SaPaPyA7sFg,4,15,3.370323645
CnKQgNyBmIvTE7zfegmV7Q,3.5,12,3.259364769
I522MkH30yljSdZlQ1t4VA,3,2,2.141038522
X7844DdJO4y2oVbcpxD-,4,15,2.143075427
6THckpNEt8VlGpYgC_4JcQ,3.5,25,1.909041376
S0C-7Exxkd_lupkjSwpFaw,3.5,2,2.890266013
zFVaT1AGqZHZKuBi3NPnyA,3.5,2,1.879726782
SsGc9U-aKPZccnaDtFkA,4,7,2.089098585
PUS65BH7urto4zhUJ5Obmw,3.5,2,1.648203911
m0FLMyymdBRHin2xaTqkLw,2.5,17,1.817436849
S88vSgrJukNYqFrdhUz7Ig,3,2,2.80452841
mJmVtFKcmskMHNn77q5qpg,3.5,2,1.52022502
1uMpsCZjnKHEaPdrxAMY-Q,3,23,4.631661101
wc6MUrDdAtQLqKUDn4F0ew,3,2,2.099055254
7vdI1q6ptMcKmbmePLxTsg,2.5,17,1.915273169
q_CxEcRcAR5LVU8ZzftVDQ,3.5,15,3.836036218
egky1j0WUGf97EU4fGXLgw,4,4,1.734132125
kP0jBPlZBok4jiAq4vyFkw,3.5,2,2.672649675
9D0muUbQVMrw3_eDg3tkFg,5,2,2.835429334
oUSaIQjEbGumE9VjHYtaFg,3,13,1.331813745
R2AZ4yFL1hMbX1cQjn-yWQ,4.5,2,3.64693248
s-PrWXAB-63b-Dp5IC7Uzw,4,10,1.659689758
G9It4s0uCD11WXEbqBpWmA,3.5,2,3.81203936
YiGCPuFsQ7RsW9tOeNZ5Qw,3,2,3.485566578
ExoI56LT0AaKtDIEyP9uJQ,4.5,11,1.070016502
bOnTi0BP8_y36XXHE9KdLw,3.5,15,2.36912239
veoBudGo99JLNVT0Gj2Slw,3.5,26,2.733260336
yvUJ5bedjwtyQv7XRNPCdQ,4,23,2.34583885
WWbPM20A8agePy7-X_6AlA,2.5,2,3.591727306
9oeMdTVt0VeI-enjBpKBiQ,4,2,2.684531151
l-s0rNwp_qccC2M4Phz9Yw,4,7,2.720020474
079g3KpS_7j_Zw53JmD9Vg,3.5,2,3.878637502
DHdCPauf_hs5yITz7sJVZQ,3.5,2,2.644375053
KJyIMrkHzafvz515f0W8Iw,3,17,2.022693891
JfHCkwm6Efu8ugt7W1fRmw,3.5,2,2.594123778
9b0y3HVHPWFnobKyMFFoCg,4.5,2,2.933043409
39zsyVps1bjZH-Seunc5OA,3.5,7,2.705119436
diVJtnXItoMymDfJkSAV1w,4,2,2.69044744
zQ5rJZ9JOhEOsFYLkO7qUg,4,14,1.301766576
SdFvvjkdU_U-yD6cK6-ktA,4,15,1.338222755
K26GoGFV6LidUgW7wcacBQ,3,26,3.009424308
nrCa99QfoXdTB7dzwTQqIQ,4.5,2,2.933043409
7UBqeUvQeZd5o2Jw9F8r0g,4.5,11,4.067826757
KnuN84OxoZeEIfFwBd8zbg,4.5,14,3.91288196
a9-qixaIQftb4HNZz4ocIw,3.5,14,3.070910663
96AU4ZYlzP8G0YwKvq7fFg,3,14,2.542088736
Q7_NVo2y9GAyfBQ0LVNHbA,3,11,5.025697804
X1oJUKkk9Dw2DJnGbSw32w,4.5,4,2.216677698
Z2RQzHPp_mJhrJgVJm8dbw,2.5,26,3.347256388
rfy_bJ5ad-gfVmMeqKtsyw,3.5,2,1.879726782
Nui7Cnhrhrm4Ar2rcSHbIA,3.5,2,3.152535942
eZN1rBpqvr_JfDz_ovmGng,4,2,1.944006375
3X2vdOhvoCuyrpEsPxfzzg,4.5,2,2.068594113
g-sizDI5AvXJ0W94VVyuqA,4,4,2.599901854
QPGMu7wXOciTRQVwklPoLA,4.5,15,3.547073473
8rztpAGPJA9fgFwP25RP7A,4,7,3.008264817
h38B6D2yfytGJGR1UEqT8Q,2,2,3.149646969
exyrJvzW0pXIfeWwJwYBvA,4,2,2.684531151
oJwy0ELke7wS6WsztypYwQ,3.5,2,3.152535942
pZksQ5zencbsXZTqP7OTkg,3,2,2.757197556
YX8OK0KOb56VeqSjPxcP2g,4,15,4.531623369
b7XXKWkkNd7iaW8eBUAKYQ,4.5,15,2.192601522
bET5TzrC4mpYTg398BmH2g,2.5,17,1.817436849
5zqhwC-VGm9S36loa_p7-w,4,2,1.861680911
2tXpqXexE-rn2iDRutiBXQ,3.5,4,1.41927724
lqvE9OXtOdtbB_m55U5kGg,4,15,1.713306234
U3FZfxY-g6SgQf5ZT6oU0Q,3.5,7,2.60588931
09r7xwM1OTEM2hnAM8WPFA,3,2,2.195361262
b538wiwQvOxm4Km_ZiIOPQ,3.5,15,3.023333142
coo6eAhevrKNC1azLAfGaw,4.5,2,2.887819661
NYuWw7DtbAe_CdI9XkFu2A,3.5,2,2.819635852
LPZQWQxGkq5YQs51gA4VBg,3.5,2,1.879726782
81z_FvKvJ7YFfuP8WN7RnQ,4.5,2,2.357323716
AtJzxpkKh3VMTqmkHhy0Lw,4,2,2.71824287
w76Ekjp9CY6cQ6Lamh9fSw,4,2,2.047617859
cyDDwKfTjeJn4pqFE5s-vQ,3,15,1.463801612
CovCgffklC_E0b2QHZ-gWw,3.5,13,0.655141465
aXR5-C3zCnXGYhDC3pFuiQ,4,26,2.058626092
2Ol5IT7nu5WBm0ldD-ERKA,4.5,15,2.629685232
j9wGRZESnopncpVQKQx9ww,3.5,2,1.785091386
clvKNlfy-rzqiXlSjibv8g,4,2,1.944006375
yKIo8_tja6-vEYEzsPsdRQ,4,2,3.433007928
jgc_K9MEC-a_oXdy1frvKg,4,26,2.058626092
McRjMy-3YgkR7lO1QFfpoQ,4.5,15,3.683863554
NtV0tKJB-NzkJ3l4aYzSVg,2.5,2,3.37012692
cjniLFVWyRh0QO9v5Ach7w,3,2,2.831204068
MTkMEChzh9AS3iI8sTm9TQ,3.5,10,1.741624943
Abl2L79Xo3RMMxjafaJ6MQ,3.5,13,1.767333747
Qf4HvDnEExJ-CCJqJobKeA,4.5,15,4.303522533
gP_TyG7MEEayXI2U8eVyPA,4,2,2.885514996
rZA_aIoKpuxXVv1gAqNW5Q,4,2,2.69044744
imANc2oROD976RWUM2owLw,3.5,25,4.460064501
XHTsgW1ViMHMyIVcuQ7B4A,2,2,3.567955096
LeH41wGWX-yU_exf1sJa-g,2.5,15,2.801773499
M3S-60mOy2cCIwRBSo3Qrw,4,15,5.015389416
RqkQlhbDR_4Q19HtRy2UHw,3.5,2,2.644375053
fzXMAz-uYjdLhxWYABo_8Q,3.5,2,3.345047763
xk0Xss6LmF2Pxks0K2jrhQ,4,2,2.69044744
_5Hp0LNdX6ZLsQRAFFCVYg,3.5,23,3.474195457
htwLFap6Oe-k-Gj2xTnjiA,3.5,2,2.644375053
pFh5W8euJOsU0dBYPoEN-Q,5,11,4.478552443
Bfu68BHfVlz7959jkWBC6A,4,23,2.34583885
wBknEHf8gbKCWWEboul8ZQ,3,2,2.757197556
yuJB3PLktByh4OpwrSD7-w,2.5,17,1.702106394
xlYVxFtTh_YKfxkhkgW5Vg,4.5,24,1.275381841
EBrwIYYtBdGQ5X3zuvM1qg,4,2,1.944006375
YRZZo8vhXqRAVVZI-nrnYA,2.5,7,2.053841622
q9KLwPdSatWBAlIxSArTTA,3.5,9,3.477192584
3xtsKiY-vUUa3yWrBhYIqA,4,11,3.767129331
3ZepumtXvVkoHsNOWqF4iA,3.5,14,1.488845652
ds6xjxHW9aJpYXA44DacZQ,3,17,1.764727011
_-1EgXrkOlKajCsmasuEgg,4,17,2.335366913
4mNRylz5SZZ-dhJOLmfkBg,3,26,2.151918969
rkZ4SwfRFliatpoMsb1-Xg,4,2,2.71824287
xl1mNGpaoLdiVWj_D6-L_A,4,2,2.69044744
vpDKK0QHZIlxTHu-CNspzQ,3.5,2,3.308413917
NXsga_eRhdQ3o8N-RxwMAw,4.5,13,3.110304363
HErV4BkgIDW0KKr8Jxrpyw,4,2,1.944006375
2PzCVpZN7-xWGGG3a97x0g,3,15,2.978709376
eqPbwvWHxFB4CnqN7eoopQ,3,15,1.811724262
g4cydNKVT-W3WCu4A67y1w,3.5,10,1.979803096
5NcgSVx0fJFYManZSJyRQA,3,1,1.250836809
Xvn0UMXaqa2kuawwVqSJnA,3.5,25,0.733557203
IdPWiMJnUNa7DksA-Vg-Dg,2,17,1.974902897
JKyWiuPDVJS4hUx-EPAXAA,4,24,3.793022493
HfXThpI2hvTYE1ajYvozaA,4.5,2,2.239670563
0FmWly56nUTg60-b5k0gTQ,4,15,3.604241204
6rFVdqC74mPnkDmlSUOADg,4,13,0.465232834
r3hyYcAUeZ3--61GS1AMPQ,3.5,20,0.727599586
BCz6yqIyPu5YkCH8sfkx3Q,3.5,20,0.721748878
Dra-diHsNo-c-LzOpIwY8g,4,18,4.388403802
fNrQg2ORp4zj5gC75dwlWg,3.5,14,1.246101824
ARaVjaEsdxv02zyTxL5shw,3.5,20,0.67073594
Yj1EJ_HDLtw7wLcdpmaY9w,4,2,3.791606899
n1n3o-hv5JsBkvZRtJPZKA,3,15,3.242109929
GiI6H2Z76lxlr7hnqbhFtw,3.5,8,1.774313282
dGpmXpNSvVSnfB65UwfDtQ,4.5,24,2.757232979
so0cUMK8I8d88F7uhBqaFA,2.5,2,4.244196921
Ilq3WhAZbOxVjHD2XZtgPg,2.5,8,2.007076344
xNFGQGDWjTQyxAxGnFH4tg,4.5,2,2.044534439
n3NNzOtqIMmd5R19lubgiA,3.5,2,1.986693455
maaIrKQPQIcxKLDIShP0dQ,3.5,2,2.672649675
JrdoWznKY-OFmwCkv75P_A,4,2,3.938927805
qCt0n6_JHHdiNCmSu4xoDA,3.5,2,2.819635852
U5oM7F_XUWMiTqto7tcPVw,4,2,3.230265134
7ZwHZq29K5mXyH5tqyPJ5w,4,15,3.275720258
MLwZB6mXpzfFyENYLAnG0A,4,10,1.659689758
Q7TQzEqPBq1vbyHVTIleKQ,4,2,1.740888311
tIP3NiriiAj17QYCuav5-Q,3.5,26,2.178454404
Nw1oIVVkiU5jU3dvrDqGyw,3,15,2.974632474
1jl3G4VZjkEVboD7cUZ0gQ,3,18,4.841050827
nukg1Rk89Y2slg5n8r7hOQ,3.5,14,2.471532355
Ji36lSoDqks-4sEr6wn1jg,3.5,26,2.043571373
ZhFdqX3J52c9WQtlDmdzAA,4.5,15,2.121613944
GYyf9Fprhvsu4aA34YSCsQ,3.5,2,2.641803552
0QkkNagJaWllynycTF-fRQ,2.5,2,4.23547026
PmGgA12IFDwedPDAjesx3Q,4,2,1.944006375
ihUWFwY0r3ApW5aZ4Aqf9Q,4,11,0.643893429
PoZvN_XDj8Z40Y2TZrDfHw,3.5,7,3.016771232
KdyzsUzDlnvhioJ0e0OrcA,3,14,1.806016133
J439P_mDAosvQb59liLkLA,4,2,3.737102302
z9H1at5bT5FKfPUR6LPo5Q,3.5,2,2.594123778
xu7PDGbHRp7f3cLYGhHrAg,3.5,17,1.861725217
2npRyj76jDA_YuKiZn3rlQ,1,22,4.248771646
wswNsVmiM5O8ngeq60kV5A,3.5,2,2.890266013
pkVdp5NxNv_axHKGt0psRw,4,14,2.550930902
YULg9VKAVrQIxw3qBG8PoQ,3,14,1.57645947
HCVht5j_wW17QxlKewYmxw,3.5,2,1.785091386
PZAQwvTRnVtqbaC8tZMx6w,3.5,14,1.114150066
K7xm1AAdThx3txHkoWVyCQ,3.5,2,1.879726782
a5t_OgKm0Q4kEDZ3wTekfg,3.5,4,2.978842373
khvf19bXVL6TwHxLMeowFg,3.5,2,2.641803552
pKtQpYA8kw-gKJzfPruEHw,3,15,3.068271141
mGoHakt3WsXA-dVC-9g33g,4,2,3.188426627
WtVCz41UwY93oLCBI8mPBQ,4,2,2.641072924
Ez29ELM7obiqamn3It7FcQ,3.5,2,3.308413917
naWaLmfTO8bw-nabXzLaxg,4,2,2.71824287
yhzRoqJrDYku_48CFfi0ig,4.5,2,2.132170046
KeJEHK-3LCsA7S3HckOvMg,3.5,11,4.175877068
IqikZH9lalTFba-ShCCybw,5,10,2.285066482
Kcr-bbIASd4z6mOPKvD7og,2,23,3.334785122
FoA6_OQR-r-ruoEEBw9sjw,2,23,2.954534799
NYwMTKUPCojSbzAucMCc1Q,4,2,2.047617859
AK5vEe8X2Ynoivau1B3RlA,4,2,3.433007928
Lu33OuE6z-H721Nj72n6ww,2.5,23,3.954856249
JQzJHLc2LBNYJ2ljTkiuXw,4,11,0.676602665
Yoge4YESXThqkbH5JImI9w,4.5,15,3.428410274
dgK5LYQonYfKLtlY4NxgCA,4,2,2.857090664
XpegQQruI5HSoQk7smiugQ,3,17,2.022693891
oQ65JGWkpGiGrhylUjQjJA,4,15,3.654355542
xY1k8cye55AsHpPDI_CAOA,3.5,2,2.644375053
14JrDlEb7SMK_ZHrS80lFA,4.5,17,4.757452893
qylwlQOVkj-Dwqr5n2Fd9A,4,2,1.730861257
_z0oAuTO0Jk07sMdoPE8gg,3.5,9,3.245469855
dYzq0aNI7aongqlp04GNPg,2.5,15,2.838849646
V1VkTR_lhbIVo2WqxTEFeQ,4.5,2,2.357323716
Mfr6NLYVRC_lom-oU3ehQw,4.5,9,1.633599727
m4LaTWm5vP01mGpFcqoPZw,3,7,2.789200405
Nsj_sFtGulFjztuvU4I4eg,4,2,1.944006375
vNL0T2hrlIO33Rbbbi4sLg,4,14,1.509829763
dojsd6ReoLkA9pXxlNTDUw,2.5,2,2.609735514
fbqs1kYYcxowUWfowEkHYA,5,10,2.615852805
OH48cGMt3vW1frpky7wF5A,5,15,2.900271926
KD-_V5fo4tKly7_LMyP_AA,2.5,15,2.224550518
bMWQx26vgHuwVHsMD2qJFw,4.5,11,0.919782689
Ls6GT_UCd5azhp0gW2hZTg,4,15,3.541093155
Cbjk9o7sey49xnv_geotww,4,26,2.74692547
V_qDmDGc1M8dHcvciIIz6w,4.5,10,3.945899434
e7YYS_1rMdcnZwgxPsEe3w,2.5,15,2.485397363
xZiIUCZ-NMmkxgYb_NbDrg,3.5,15,2.214054576
4PvhZdmpkPy8fjzWMSY6jw,3,13,1.331813745
JiWGjXYrq4ehNeRhKSZqcw,3,2,3.485566578
feo63jUDoc0Kg8UK5NCCMg,1.5,17,3.092929327
DhN5o_YoB8tw4HJ_CNiJBw,3.5,15,2.214054576
8xvnIG6zg2cA-thJJ5NW8A,3,2,2.746525589
LL610yZZlfF1bmD5gVGcTA,4.5,2,3.178680718
lzoHy4zrJ_avbJGO5HMOUQ,4,15,3.275720258
JFBg0EvHlRdyWWhe9Agl0g,4,26,2.058626092
gbceq4Rrg102sNjTX8PBvA,3.5,18,1.282776336
d7X102hxjbTeWVhQVdh64g,4.5,2,2.357323716
RjavzMXChoFWdsIZnfs5YQ,4,2,2.885514996
ek4oL7RAsh55jjj5mqUcQw,4.5,2,2.934125079
30T84H-0b9-Ft0KqbpKmKQ,4,2,3.230265134
DgvkjXshY3N94QTkndThCQ,4,2,1.944006375
FjecimSm22DYW8ML3MoUrw,3.5,15,3.144823792
Q2LRId2kvf7KLgNCShyfBA,2.5,15,2.697663751
inngNun5R62Hq2J_5sJhDw,4,18,3.729372712
63rmr1oM0BbAXcUfNEaieQ,3.5,7,2.413295653
KHG2Po6wtDVXPX7flX1FQA,3,24,3.134521696
nK8kRhoMDY_2HtKINuSfVQ,4.5,15,2.121613944
MmRqTcPD3dOf_yfpF4I_wA,4,2,2.857090664
YbL6pbLmW_mohngendXsQA,4.5,2,2.097114052
GpeW7WM7M6nfwCgnnPiqqA,5,13,1.874977138
rNMEy4XYJfRE2-d9Qr7n5g,4.5,2,3.178680718
gnOinDdd0TNIX6Q4DJnYyg,3,24,1.906879474
cJCg07biPE5yrNaNE-Fxyg,4.5,11,0.944411872
fvzr5GVCnNpnF9V-MvYrFg,3,2,3.029390561
#NAME?,4,10,1.173577883
bBXvquZvRnxfYqkHsYpTtQ,4.5,11,1.444238748
S-oZVYg0g6ycRCJJYkiNtg,2.5,15,4.896558877
EKHY6QnNVcSV8URkDzukHA,3.5,10,1.979803096
tA0uy4Alb-1pbJUKS8FuGw,1,22,4.248771646
rcCGdKxMPJk4lCzZZ1i_bA,5,15,2.769987805
1Gu4Ei5MRllLM4y18CB3sg,4,15,1.713306234
QBdX_ziDIyshttyAxDnskw,4,2,2.69044744
-4bNlx03GsXzgkHZwTrMaw,3,7,1.720194772
rB6IWv6mW2IVjvgfvNGdHg,3.5,2,3.909932322
dWEXG9aimhOXkbP4yw4UMg,4.5,7,3.839258588
gbTYxxfAHVjQ0jEg6QfZmg,3,17,0.495423034
swlpxJkixbPEaRJQHjSi4g,4,24,1.737294736
wRzG7Gx-pAM9nTnVVnF2Rg,3.5,6,0.425245605
r9rub_ajcb-3yYsYYD5apw,4.5,2,2.933043409
gsS84lf4hAVEWdP__oFR7g,4,15,1.713306234
UXlGymo9AduQcq-Q-H16og,3.5,2,2.594123778
Uiz1Xq1I6jdnDLtzIIF9hQ,4.5,7,2.873222065
YbzUYOY_ZIYTWGNw8sbgHw,3.5,7,1.580222238
vnlJARJ60cCbqrR25DVRTA,3,15,1.77738794
fQJquPvywK87V2NzXVJP2Q,4.5,15,2.121613944
jSqhVWUquT3fGREmNdKdUA,4,2,2.69044744
F5Cprqitghoo2RaZBKdlxg,5,11,1.5478533
O0P_bFxfaMKge17576LMpw,4,23,2.186383614
9MpJPuR-IL_sj842pofLPQ,3,15,1.307699111
LIqvpWPPnBqZYXPC6nro3A,4,2,3.188426627
TNpJsewe0H__8fzBgaHCzg,4,2,3.394451678
KFFh03C7ZioNHpiQCZW9iA,4,13,1.842561141
tpVbmgtUwjX1X2s_-1Fwng,3.5,26,2.733260336
wFOpzA2eiyQ5HlNSuS4-SQ,2,17,1.680925157
2CVv0URvnKNXA5EfeEb9Eg,3,2,2.831204068
JdAyXD2lsYtOGUc7DTsVEQ,3.5,2,3.878637502
Fbg2LpTLb--d95SSndDntA,4,2,2.71824287
wwmMJIDyq7QHBzb9YSaCkQ,4,2,2.956311029
OWx889sHtm9sJXPBfCJyXQ,3.5,14,3.206446258
RBzDabMqb7Y6UljipSzQcA,4.5,26,4.307883372
QOwoKLXHMyeDaD5996Z9hg,4.5,26,2.897131479
F13tDMn9lncYeiW6f__s-Q,4,15,1.786245227
EKTqp9HjiFMOT6soOUbtJg,4,4,2.12167248
JId49VgiWOS30qK7tn3JXw,3.5,2,1.879726782
Kqj8pAp4xUD0wOAQ2pP5pg,4,2,2.69044744
TC-uA4FLhphfRwR1O-9y3A,5,2,3.289709227
KiLWYjtTcSL0kc8l3odQlA,4,2,3.188426627
ka8jpDoaKjCBSpBP8OvERA,3.5,7,2.068898215
r-_R6lG3HWU8WYw0Zk23fA,4,23,2.38070804
p6T_XSO4GRjCehL8FB7W3w,2.5,2,3.54825597
PhzATk8aYydq9E0Aj4-fwA,3,14,1.489279055
SzYlhYIN2i2RDYs2YCrygg,3,2,2.80452841
QUQnWkPauoh6z42X5JQPUw,2.5,17,1.817436849
Zxj0lZaHBgXlg6N6m258Ug,3.5,2,1.648203911
ORyqWl-cCw1NgfMr4NHPxw,4.5,2,2.887819661
Tn5Rbb_zehQL44WpytV_rg,4.5,1,1.478496815
VrkTAT-gBdhagkXLz1_eUg,4,6,0.883177503
sw-4U5jyHk2qIQIcCGMQsA,3,23,5.170779135
2qPTMjevPpL277yfFfGvFw,4.5,13,1.046670867
sB-Mo3bBzqUEfm7O1xV_KA,4.5,2,2.991187049
MHt5qfGbk3-eteC7yS4K2Q,5,2,3.779091616
qCdhI4LCUIuzbLKt6znEFg,5,12,1.835346187
een998lPp1vyRKxFN_syZA,2.5,2,3.318596753
nP_-BYWSPNEeVY7L2tSojw,3.5,2,1.879726782
JJXuNiWHT8NI9wpKYd8pBA,5,10,3.14852341
uwR6XBswcGXgK_3KDfGSLQ,4,16,4.196360233
ryqYlw3F5MPIHXJylSjD0A,4,15,1.740158622
KPfW7qrWT_JdRHwM0k8yiw,5,2,3.60616734
I9SVqdLVUdo74rCtb1ludQ,3,17,1.658031005
y6Ye8WWkPIIDSMP9WVwx7Q,4.5,23,3.325226319
KO8nkZcKAWmw4bCcylsnPw,4.5,6,2.072977687
owMyt5EEsFkf5rL4skBBFQ,3.5,10,1.979803096
nwVGjLVWCzmX5hm8xI2O2A,4,2,2.885514996
jK5zpGrLx9frZKFuGp5HTQ,4,2,1.730861257
Ni9C6R4ULJKxM2TV8eMdAQ,5,2,2.799527908
lVH--3M6eVaNf5CBDkZJiw,2.5,2,3.318596753
El6fv45PRpTnI4OnAqQHdA,4,17,2.235943589
zKPZZxbSZmPu6IcFZ4YHJQ,3,2,3.485566578
hryVOl_txhl9n14d224Ssw,4,4,1.734132125
wi2JCjaEob10YvC2TbTxhQ,4.5,2,2.958560546
COQXvhLB0nzeZ8cvROu0OA,3,23,3.067972698
dnslaCN5RLTTl5L2uCxKkQ,2,22,3.440706237
2PZ_gpHB847IA4tfZ-fz2g,3.5,8,1.774313282
cRHkJnBe8kvoyzQs8Q951w,2.5,15,3.747374283
l3ZH41X7rNxP2K75stSWvw,4,2,3.230265134
-5qo9bTeQrfStoKiZYDYYA,3.5,13,3.470129794
PP1iNmpyRIEVpWv98IVvFw,4,9,2.740125667
AXxtBH6ctfRD_pPh9ZsANQ,4.5,15,2.233507727
4lzxUZD6_SVc10wyDn-H6g,4,2,3.477649032
0ORPehdGZci1Z_BTKe_5VA,3,17,1.764727011
0dAVMBoh0nK56--4dGAaDA,3,17,1.228753292
W4lkEQMYz3hdR1SvIIFzyQ,4.5,14,2.19166545
OkcK2_-VIfvM10eRnGgA,4.5,2,2.104646533
O17FBkknzlwPJhXX3tEQ-g,4,2,3.293659203
yJ_k2f-h9LxjWdbMMqzpsA,4.5,15,2.211935442
_BpPAhDWWmebVL7MC6zkmA,4,7,2.141533922
0k7Jno-a9OoYitWZ-KFzhw,2.5,17,2.155295911
53qWOpcsaMw4ZQAJi5OIbw,4,2,2.69044744
a0n2kpuMZoep8crmDhM9VQ,4.5,2,2.132170046
CuqjCQt-gCYBYFLDOdsQcA,3,2,2.757197556
3LM_yK3iF2VjkS6mFRF58w,4.5,2,2.132170046
jdCWPS_Gh2burgvscJd-MA,3.5,2,3.419077697
KZ_sB0t8H25nT2UNfzWdDw,3.5,23,1.858702455
LW_yiJcvZsACitAgU5Bi2g,5,2,3.488999485
0iLGx8ilwfncucnYAknzzw,3.5,2,1.785091386
uEv5oBGUSSiuLqSbbHQQ8A,4,2,3.378894202
yILlq-CZQp2aPw3VgEJnxA,4,2,2.641072924
0Ir2L-nWFFQP3jB7fnWTuw,2.5,7,4.775080676
e1fPOv3qzsaFdanxwmcOIQ,4.5,7,4.879387895
Jo9RAtbZWSAN9JHl3HOEog,3.5,2,1.879726782
h27XSUr66bI87J01FsYDpw,3.5,7,1.580222238
Dg6mddtLmjz580JVyyx9fg,4,2,1.740888311
